paper_index	authors	title
59066FEF	vladimir koltchinskii + evarist gine	Empirical graph Laplacian approximation of Laplace--Beltrami operators: Large sample results
7F70A854	pascal poupart + craig boutilier	Value-directed Compression of POMDPs
7DAA56FF	francesco lacquaniti + yuri p ivanenko + r e poppele	Five basic muscle activation patterns account for muscle activity during human locomotion
044A86C7	judea pearl	Probabilistic Inference in Intelligent Systems
785CECE8	j a cuestaalbertos + amparo baillo + antonio cuevas	Convergence rates in nonparametric estimation of level sets
7DA7A502	hidehiko komatsu + minami ito	Representation of angles embedded within contour stimuli in area V2 of macaque monkeys.
5E8E03CD	sridhar mahadevan	Samuel meets Amarel: automating value function approximation using global state space analysis
79416470	barbara caputo + ivan laptev + christian schuldt	Recognizing human actions: a local SVM approach
7DFB14A3	andrew y ng + alexis battle + rajat raina + honglak lee	Efficient sparse coding algorithms
7E3C2CE9	michael isard + benjamin h sigelman + michael j black + leonid sigal	Attractive People: Assembling Loose-Limbed Models using Non-parametric Belief Propagation
5ED720B3	ignacio alvarezhamelin + alain barrat + luca dallasta + alessandro vespignani	k-core decomposition: a tool for the analysis of large scale Internet graphs
797BCBCC	stephen grossberg + nestor a schmajuk	Neural dynamics of adaptive timing and temporal discrimination during associative learning
7B6D7831	thorsten joachims	A support vector method for multivariate performance measures
7F3B2BC5	joseph a konstan + jonathan l herlocker + john riedl	Explaining collaborative filtering recommendations
78C1421B	peter s hyde + eric i knudsen	Topographic projection from the optic tectum to the auditory space map in the inferior colliculus of the barn owl
7A45A931	elizabeth s spelke + susan e purcell + sheryl m ehrlich + gary katz + karen breinlinger	Early knowledge of object motion: continuity and inertia
814BE37D	p furtscheller + reinhold scherer + claudia keinrath + alois schlogl	Information transfer of an EEG-based brain computer interface
78B3CC28	robyn westmacott + morris moscovitch	Names and words without meaning: Incidental postmorbid semantic learning in a person with extensive bilateral medial temporal damage.
0BC97863	peter l bartlett + robert c williamson + john s taylor + martin anthony	Structural risk mini - mization over data - dependent hierarchies
5F2DAAA4	wolfgan jank + brian caffo + galin l jones	Ascent-Based Monte Carlo EM
7F5DE7C1	danijel skocaj + sanja fidler + ales leonardis	Combining reconstructive and discriminative subspace methods for robust classification and regression by subsampling
80BBC2B6	matyas a sustik + brian kulis + inderjit s dhillon	Learning low-rank kernel matrices
80322F2A	francis bach + alain rakotomamonjy + yves grandvalet + stephane canu	More efficiency in multiple kernel learning
04C80B99	remi coulom	Reinforcement Learning Using Neural Networks, with Applications to Motor Control
7F580EE3	stanley osher + stefano soatto + luminita a vese + paolo favaro	3D shape from anisotropic diffusion
5BBD8080	stefan carlsson + josephine sullivan	Recognizing and Tracking Human Action
7D62E4ED	sam roweis	EM algorithms for PCA and SPCA
035AF83A	latanya sweeney + pierangela samarati	Protecting privacy when disclosing information: k-anonymity and its enforcement through generalization and suppression
7ECA7386	r q van der linde	Active leg compliance for passive walking
7D5F927B	laura renninger + jitendra malik + james m coughlan + preeti verghese	An information maximization model of eye movements.
7E0CC49B	teckhua ho + colin f camerer + juinkuan chong	A Cognitive Hierarchy Model of Games
7D352E86	nando + de freitas	Empirical Testing of Fast Kernel Density Estimation Algorithms
7EF277B4	miguel a carreiraperpinan	Mode-finding for mixtures of Gaussian distributions
8134BF6D	david j fleet + michael j black	Probabilistic Detection and Tracking of Motion Boundaries
5EB93253	vasant honavar + doina caragea + adrian silvescu	A Framework for Learning from Distributed Data Using Sufficient Statistics and Its Application to Learning Decision Trees
7F86EE0A	alan s willsky	Multiresolution Markov models for signal and image processing
7D2347A8	donald l duttweiler	Proportionate normalized least-mean-squares adaptation in echo cancelers
8098F0FB	xiaoming huo + jyechyi lu	A network flow approach in finding maximum likelihood estimate of high concentration regions
63E78F88	shriram sarvotham + dror baron + richard g baraniuk	Measurements vs. Bits: Compressed Sensing meets Information Theory
7DC1A256	bin yu + nicolai meinshausen	Lasso-type recovery of sparse representations for high-dimensional data
5D6946E5	tamas linder	Learning-Theoretic Methods in Vector Quantization
7716E35A	desh ranjan + devdatt p dubhashi	Balls and bins: a study in negative dependence
7F936476	tomohiro nakatani + masato miyoshi + keisuke kinoshita	One Microphone Blind Dereverberation Based on Quasi-periodicity of Speech Signals
75AC0641	gilles savard + patrice marcotte	Novel approaches to the discrimination problem
7C111DA0	richard c grinold + ronald n kahn + william n goetzmann	Active Portfolio Management.
80530CCD	viola + darrell + shakhnarovich	Fast pose estimation with parameter-sensitive hashing
7ED6F8FE	david nister + henrik stewenius	Scalable Recognition with a Vocabulary Tree
797F3CA6	jerome h friedman + leo breiman	Predicting Multivariate Responses in Multiple Linear Regression
81391682	alexander c berg + jitendra malik + tamara l berg	Shape matching and object recognition using low distortion correspondences
7DC01CDB	k jarrod millman + bruno a olshausen	Learning Sparse Codes with a Mixture-of-Gaussians Prior
77A4B7AC	john e hummel + leonidas doumas + catherine m sandhofer	A theory of the discovery and predication of relational concepts
7EB61BE7	rene vidal + paolo favaro	DynamicBoost: Boosting Time Series Generated by Dynamical Systems
0883DA6D	andrew y ng	Shaping and policy search in reinforcement learning
7E62CC3F	ryota kanai + hinze hogendoorn + frans a j verstraten + chris l e paffen	Time dilation in dynamic visual display
7F0C8BD3	ronald e gangnon + murray k clayton	Bayesian Detection and Modeling of Spatial Disease Clustering
7F3AC4D1	leon bottou + yann lecun + fu jie huang	Learning methods for generic object recognition with invariance to pose and lighting
59B9EAB4	olivier bousquet	Concentration Inequalities and Empirical Processes Theory Applied to the Analysis of Learning Algorithms
5A7C0983	panos m pardalos + reiner horst + h edwin romeijn	Handbook of global optimization
80A2212D	fernando pereira + john blitzer + ryan mcdonald	Domain adaptation with structural correspondence learning
7E822240	dagmar sternad + stefan schaal	Origins and violations of the 2/3 power law in rhythmic three-dimensional arm movements
7DE3538E	david m blei + john lafferty	Correlated topic models
811DDE06	klausrobert muller + kazuyuki aihara + ryota tomioka	Logistic Regression for Single Trial EEG Classification
13E9A2B8	ian l dryden + kanti v mardia	Statistical shape analysis
7744CF30	deanna m barch + todd s braver + cameron s carter + jonathan d cohen + matthew m botvinick	Conflict monitoring and cognitive control.
816F1646	koby crammer + yoram singer	Pranking with Ranking
5A03AF6E	javier pena + samid hoda + tuomas sandholm + andrew gilpin	Gradient-based algorithms for finding Nash equilibria in extensive form games
7F402D60	gianluca pollastri + pierre baldi	The principled design of large-scale recursive neural network architectures--dag-rnns and the protein structure prediction problem
7DB0E84B	ioannis tsochantaridis + thomas hofmann + stuart andrews	Support Vector Machines for Multiple-Instance Learning
7F0904E6	william t freeman + erik b sudderth + alan s willsky + alexander t ihler	Efficient multiscale sampling from products of gaussian mixtures
7AD71D22	a b tsybakov	On nonparametric estimation of density level sets
8069DF1C	pietro perona + andrew zisserman + rob fergus	Object class recognition by unsupervised scale-invariant learning
816C2B36	jonathan w pillow + odelia schwartz + liam paninski + eero p simoncelli	Characterization of Neural Responses with Stochastic Stimuli
7DB30898	douglas l t rohde	Methods for binary multidimensional scaling
7F7B5C50	mingfeng tsai + hsinhsi chen + tao qin + tieyan liu + weiying ma	FRank: a ranking method with fidelity loss
8012315D	john denero + dan gillick + dan klein + james zhang	Why generative phrase models underperform surface heuristics
676EAF89	norman h packard	Adaptation toward the edge of chaos
5C5F2743	philip h s torr + paul beardsley + andrew zisserman	3D Model Acquisition from Extended Image Sequences
7F637EF0	alexander j smola + linda kaufman + christopher j c burges + vladimir vapnik + harris drucker	Support Vector Regression Machines
77B3501A	r benyishai + haim sompolinsky + r l baror	Theory of orientation tuning in visual cortex.
751E060F	zhaohui s qin + jun s liu + tianhua niu + xiping xu	Bayesian haplotype inference for multiple linked single-nucleotide polymorphisms.
7D458B4A	joaquin quinonerocandela + carl edward rasmussen	Healing the relevance vector machine through augmentation
66CD5F71	manfred k warmuth + mark herbster	Tracking the best linear predictor
7F9D960A	yuan qi + thomas p minka	Tree-structured Approximations by Expectation Propagation
80EF4E32	c n liu + c k chow	Approximating discrete probability distributions with dependence trees
7DB8736C	olivier cappe + alexandre lungyutfong + zaid harchaoui + felicien vallet	A regularized kernel-based approach to unsupervised audio segmentation
7C9CABA1	j h van hateren	Theoretical predictions of spatiotemporal receptive fields of fly LMCs, and experimental validation
8105BF22	keith hall + amy greenwald	Correlated Q-Learning
807A8028	takeo kanade + henry schneiderman	A statistical method for 3D object detection applied to faces and cars
7D9076CD	mark a paskin + rahul sukthankar + stanislav funiak + carlos guestrin	Distributed localization of networked cameras
5C3DEA38	andres corradaemmanuel + andrew mccallum + xuerui wang	Topic and role discovery in social networks
7BA94F9C	michael f land + mary hayhoe	In what ways do eye movements contribute to everyday activities?
8159407D	lubomir bourdev + jonathan w brandt	Robust object detection via soft cascade
7CEB820C	beat fasel	Robust face analysis using convolutional neural networks
7D77E6AC	marc lavielle + eric moulines	Least‐squares Estimation of an Unknown Number of Shifts in a Time Series
0B9FFB74	emanuel todorov + weiwei li	Iterative Linear Quadratic Regulator Design for Nonlinear Biological Movement Systems
7D90981C	raphael pelossof + andrew t miller + peter k allen + tony jebara	An SVM learning approach to robotic grasping
805905C0	maitham shams + mohamed i elmasry + jo c ebergen	Modeling and comparing CMOS implementations of the C-element
7FB51A3D	wei chu + zoubin ghahramani	Gaussian Processes for Ordinal Regression
7EA15C14	j d allan + ramesh k sitaraman + ben carterette	Minimal test collections for retrieval evaluation
80F88780	stephen boyd + alessandro magnani + seungjean kim	Optimal kernel selection in Kernel Fisher discriminant analysis
7D77B818	fei sha + lawrence k saul	Large Margin Gaussian Mixture Modeling for Phonetic Classification and Recognition
7D786D69	wei wu + mijail d serruya + elie bienenstock + john p donoghue + yuguang gao + michael j black + a shaikhouni	Neural Decoding of Cursor Motion Using a Kalman Filter
7DF72DEA	geoffrey j gordon + avrim blum + h brendan mcmahan	Planning in the Presence of Cost Functions Controlled by an Adversary
099EA67E	michael n shadlen + joshua i gold	Banburismus and the brain: decoding the relationship between sensory stimuli, decisions, and reward.
049C6DB8	shriram sarvotham + dror baron + richard g baraniuk + michael b wakin + marco f duarte	Distributed compressed sensing
